node_demand;0.0055058;280;280;0;0;0.001;
node_demand;0.00364614;280;280;0;0;0.001;
node_demand;0.00366998;280;280;0;0;0.001;
node_demand;0.00311899;280;280;0;0;0.001;
node_demand;0.00238204;280;280;0;0;0.001;
node_demand;0.00215983;280;280;0;0;0.001;
node_demand;0.00310898;280;280;0;0;0.001;
node_demand;0.00393915;280;280;0;0;0.001;
node_demand;0.00249386;280;280;0;0;0.001;
node_demand;0.00282598;44;44;0;0;0.001;
node_demand;0.00340199;44;44;0;0;0.001;
node_demand;0.00298786;40;40;0;0;0.001;
node_demand;0.00315094;40;40;0;0;0.001;
node_demand;0.00111485;40;40;0;0;0.001;
node_demand;0.00393391;0;0;0;0;0.001;
node_demand;0.00205302;80;80;0;0;0.001;
node_demand;0.00289798;80;80;0;0;0.001;
node_demand;0.00544095;44;44;0;0;0.001;
node_demand;0.00351286;44;44;0;0;0.001;
node_demand;0.00334215;44;44;0;0;0.001;
node_demand;0.00217104;44;44;0;0;0.001;
node_demand;0.00206089;44;44;0;0;0.001;
node_demand;0.00291204;0;0;0;0;0.001;
node_demand;0.00292587;0;0;0;0;0.001;
node_demand;0.00237203;0;0;0;0;0.001;
node_demand;0.020154;440;440;0;0;0;
node_demand;0.0253758;440;440;0;0;0;
node_demand;0.016299;4084;4084;0;0;0;
node_demand;0.0148909;4400;4400;0;0;0;
node_demand;0.016592;4400;4400;0;0;0;
node_demand;0.014379;4400;4400;0;0;0;
node_demand;0.0139132;4400;4400;0;0;0;
node_demand;0.0248671;4400;4400;0;0;0;
node_demand;0.020576;4400;4400;0;0;0;
node_demand;0.0254209;4400;4400;0;0;0;
node_demand;0.032692;4400;4400;0;0;0;
node_demand;0.025079;4400;4400;0;0;0;
node_demand;0.029932;4400;4400;0;0;0;
node_demand;0.0161662;400;400;0;0;0;
node_demand;0.0132489;400;400;0;0;0;
